1	1500
1.1	1500
1.2	1500
1.3	1500
1.4	1500
1.5	1500
1.6	1500
1.7	1500
1.8	1500
1.9	1500
2	1500
2.1	1500
2.2	1500
2.3	1500
2.4	1500
2.5	1500
2.6	1500
2.7	1500
2.8	1500
2.9	1500
3	1500
3.1	1500
3.2	1500
3.3	1500
3.4	1500
3.5	1500
3.6	1500
3.7	1500
3.8	1500
3.9	1500
4	1500
4.1	1500
4.2	1500
4.3	1500
4.4	1500
4.5	1500
4.6	1500
4.7	1500
4.8	1500
4.9	1500
5	1500
5.1	1500
5.2	1500
5.3	1500
5.4	1500
5.5	1500
5.6	1500
5.7	1500
5.8	1500
5.9	1500
6	1500
6.1	1500
6.2	1500
6.3	1500
6.4	1500
6.5	1500
6.6	1500
6.7	1500
6.8	1500
6.9	1500
7	1500
7.1	1500
7.2	1500
7.3	1500
7.4	1500
7.5	1500
7.6	1500
7.7	1500
7.8	1500
7.9	1500
8	1500
8.1	1500
8.2	1500
8.3	1500
8.4	1500
8.5	1500
8.6	1500
8.7	1500
8.8	1500
8.9	1500
9	1500
9.1	1500
9.2	1500
9.3	1500
9.4	1500
9.5	1500
9.6	1500
9.7	1500
9.8	1500
9.9	1500
10	1500
10.1	1500
10.2	1500
10.3	1500
10.4	1500
10.5	1500
10.6	1500
10.7	1500
10.8	1500
10.9	1500
11	1500
11.1	1500
11.2	1500
11.3	1500
11.4	1500
11.5	1500
11.6	1500
11.7	1500
11.8	1500
11.9	1500
12	1500
12.1	1500
12.2	1500
12.3	1500
12.4	1500
12.5	1500
12.6	1500
12.7	1500
12.8	1500
12.9	1500
13	1500
13.1	1500
13.2	1500
13.3	1500
13.4	1500
13.5	1500
13.6	1500
13.7	1500
13.8	1500
13.9	1500
14	1500
14.1	1500
14.2	1500
14.3	1500
14.4	1500
14.5	1500
14.6	1500
14.7	1500
14.8	1500
14.9	1500
15	1500
15.1	1500
15.2	1500
15.3	1500
15.4	1500
15.5	1500
15.6	1500
15.7	1500
15.8	1500
15.9	1500
16	1500
16.1	1500
16.2	1500
16.3	1500
16.4	1500
16.5	1500
16.6	1500
16.7	1500
16.8	1500
16.9	1500
17	1500
17.1	1500
17.2	1500
17.3	1500
17.4	1500
17.5	1500
17.6	1500
17.7	1500
17.8	1500
17.9	1500
18	1500
18.1	1500
18.2	1500
18.3	1500
18.4	1500
18.5	1500
18.6	1500
18.7	1500
18.8	1500
18.9	1500
19	1500
19.1	1500
19.2	1500
19.3	1500
19.4	1500
19.5	1500
19.6	1500
19.7	1500
19.8	1500
19.9	1500
20	1500
20.1	1500
20.2	1500
20.3	1500
20.4	1500
20.5	1500
20.6	1500
20.7	1500
20.8	1500
20.9	1500
21	1500
21.1	1500
21.2	1500
21.3	1500
21.4	1500
21.5	1500
21.6	1500
21.7	1500
21.8	1500
21.9	1500
22	1500
22.1	1500
22.2	1500
22.3	1500
22.4	1500
22.5	1500
22.6	1500
22.7	1500
22.8	1500
22.9	1500
23	1500
23.1	1500
23.2	1500
23.3	1500
23.4	1500
23.5	1500
23.6	1500
23.7	1500
23.8	1500
23.9	1500
24	1500
24.1	1500
24.2	1500
24.3	1500
24.4	1500
24.5	1500
24.6	1500
24.7	1500
24.8	1500
24.9	1500
25	1500
25.1	1500
25.2	1500
25.3	1500
25.4	1500
25.5	1500
25.6	1500
25.7	1500
25.8	1500
25.9	1500
26	1500
26.1	1500
26.2	1500
26.3	1500
26.4	1500
26.5	1500
26.6	1500
26.7	1500
26.8	1500
26.9	1500
27	1500
27.1	1500
27.2	1500
27.3	1500
27.4	1500
27.5	1500
27.6	1500
27.7	1500
27.8	1500
27.9	1500
28	1500
28.1	1500
28.2	1500
28.3	1500
28.4	1500
28.5	1500
28.6	1500
28.7	1500
28.8	1500
28.9	1500
29	1500
29.1	1500
29.2	1500
29.3	1500
29.4	1500
29.5	1500
29.6	1500
29.7	1500
29.8	1500
29.9	1500
30	1500
